id,0,1,2,3,4,5,6,7,label
100,4.222995,0.358263,18.094839,2.1408940000000003,4.611791,11.322097,6.328043999999999,10.680973,0
101,26.848894,31.690860999999998,12.625032000000001,24.822095,19.891795000000002,50.883229,32.533421,28.315195,0
102,6.013368,4.3757790000000005,11.134089,11.443117,11.136358,28.233204,27.7536,54.197994,0
103,12.355007,11.140096,12.096466999999999,18.620193999999998,12.332955,28.038057,27.636003,39.218015,0
104,6.815435,4.035407,13.478676,18.817893,3.355605,34.909039,30.715260999999998,31.594455999999997,0
105,6.55614,2.867962,11.30625,16.520697000000002,10.315764,29.12115,35.092095,28.55686,0
106,6.824648,11.605166,16.137915,9.547388,12.912279999999999,13.660988,16.078091999999998,15.521464,0
107,8.012773,10.815136,12.781996,27.506584,15.161142,31.126243,24.992096,27.196627,0
108,7.082108,3.182803,12.613306999999999,13.581386,18.599908,24.519487,24.507078,13.868376,0
109,12.326465,1.5170460000000001,12.545897,18.708155,9.073182,13.15335,27.061683,17.438131,0
110,2.654213,3.271417,15.296172,10.146503,4.028029,11.500812,15.414056,14.435868,0
111,6.2957209999999995,10.996136,21.59305,11.167721,13.019486,18.147671,23.293197,41.385867000000005,0
112,14.537264,10.698561999999999,15.700581999999999,15.647585,3.986761,8.867113,9.462312,18.492694999999998,0
113,11.915675,18.387708,12.505737,10.117355,11.821585,14.692095,29.155786999999997,8.224508,0
114,1.121944,11.28529,13.250807,6.738382,8.607872,11.389911,15.857600999999999,13.317137,0
115,5.558087,1.834069,14.007173,18.503707,10.192328,20.632935,9.751683,18.70633,0
116,16.134174,14.818888000000001,18.034323,8.946026999999999,12.630128,33.842588,13.176401,28.296495999999998,0
117,10.828851,14.784636,16.353999,22.058424000000002,4.720532,24.635282,13.67411,13.529818,1
118,7.415631,21.91353,16.237213,18.298916,7.991894,32.972128,25.778923,21.641918,0
119,14.132657,3.683612,13.528267,9.720047,21.854554999999998,4.450964,11.563831,18.597395,0
120,14.820278,12.628525,14.228881999999999,15.077839999999998,12.917936,21.678878,21.546911,14.801136,0
121,8.815269,19.053198000000002,3.272781,29.566233,21.870449,2.6744779999999997,20.857696,2.492234,0
